Brand,Name,Description,Picture,Price,NbLines,Dimensions,availablestock,onreorder
Trodat,Contact Information Pocket Printy 9511,Contact Information Pocket Printy 9511 38 x 14mm,https://media.stamps4u.co.uk/media/image/e4/9d/1b/pocket_alle81BgQouaRwtyx_600x600@2x.jpg,120,4,"['38', '14']",0,False
Trodat,Eclipse (R26),Trodat Eclipse (R26) - 150 x 75 mm,https://media.stamps4u.co.uk/media/image/84/ef/02/eclipse_600x600@2x.jpg,360,1,"['150', '75']",0,False
Trodat,Eclipse (R2),Trodat Eclipse (R2) - 25 x 15 mm,https://media.stamps4u.co.uk/media/image/84/ef/02/eclipse_600x600@2x.jpg,130,3,"['25', '15']",0,False
Trodat,Mobile Printy 9412,Trodat Mobile Printy 9412 47 x 18 mm - 4 lines,https://media.stamps4u.co.uk/media/image/0a/36/72/PR_9412_MP_poppy_1000X1000_600x600@2x.jpg,90,4,"['47', '18']",0,False
Trodat,Printy 4912,Trodat Printy 4912 address stamp ( 47 x 18 mm / 4 lines ),https://media.stamps4u.co.uk/media/image/00/b8/bc/Trodat_Printy_4912_1_1000X1000_600x600@2x.jpg,140,4,"['47', '18']",0,False
Trodat,Eclipse (R15),Trodat Eclipse (R15) - 85 x 35 mm,https://media.stamps4u.co.uk/media/image/84/ef/02/eclipse_600x600@2x.jpg,240,8,"['85', '35']",0,False
Trodat,Printy 4922,Trodat Printy 4922 20 x 20 mm - 4 lines,https://media.stamps4u.co.uk/media/image/30/0a/08/4922_ch5880b9661a052_600x600@2x.jpg,90,4,,0,False
Trodat,Printy 4933,Trodat Printy 4933 25 x 25 mm - 5 lines,https://media.stamps4u.co.uk/media/image/d9/95/4f/trodat_4933_3_1000X1000_600x600@2x.jpg,120,5,,0,False
Trodat,Eclipse (R16),Trodat Eclipse (R16) - 105 x 35 mm,https://media.stamps4u.co.uk/media/image/84/ef/02/eclipse_600x600@2x.jpg,270,8,"['105', '35']",0,False
Trodat,Professional Dater 54110,Trodat Professional Dater 54110 85 x 55 mm - 5+5 lines,https://media.stamps4u.co.uk/media/image/35/9f/a2/trodat_54110_EB_1000x1000_600x600@2x.jpg,520,1,"['85', '55']",0,False
Colop,Printer 50 Microban 69,Colop Printer 50 Microban 69 x 30 mm - 7 lines,https://media.stamps4u.co.uk/media/image/70/45/d7/PR50_Microban_600x600@2x.jpg,260,7,"['69', '30']",0,False
Colop,Printer 60 Microban 76,Colop Printer 60 Microban 76 x 37 mm - 8 lines,https://media.stamps4u.co.uk/media/image/51/7b/32/PR60_Microban5768ee1fc7a86_600x600@2x.jpg,270,8,"['76', '37']",0,False
Trodat,Professional Dater 54120,Trodat Professional Dater 54120 116 x 70 mm - 6+6 lines,https://media.stamps4u.co.uk/media/image/84/53/12/Trodat_professional_54120_1_1000X1000_600x600@2x.jpg,680,1,"['116', '70']",0,False
Colop,Printer 45,Colop Printer 45 80 x 23 mm - 6 lines,https://media.stamps4u.co.uk/media/image/76/cb/de/Printer_45_black_1_1000X1000_600x600@2x.jpg,250,6,"['80', '23']",0,False
Colop,Printer R17,Colop Printer R17 17 diam. - 3 Lines,https://media.stamps4u.co.uk/media/image/0f/7a/9f/Colop_Printer_R17_black_1_600x600@2x.jpg,100,3,,0,False
Colop,Printer Q17,Colop Printer Q17 17 x 17 - 3 Lines,https://media.stamps4u.co.uk/media/image/d2/03/e4/Colop_Printer_Q17_black_1_600x600@2x.jpg,100,3,,0,False
,Customised Text Stamp Imprint 15,Customised Text Stamp Imprint 15 70 x 25 mm - 7 lines,https://media.stamps4u.co.uk/media/image/46/20/e1/dormy_15_01_600x600@2x.jpg,170,7,"['70', '25']",0,False
Trodat,Printy 4913,Trodat Printy 4913 58 x 22 mm - 6 lines,https://media.stamps4u.co.uk/media/image/25/1f/01/Trodat_Printy_4913_1_1000X100055dc9cb4e4b83_600x600@2x.jpg,170,6,"['58', '22']",0,False
Trodat,Professional 5204,Trodat Professional 5204 56 x 26 mm - 6 lines,https://media.stamps4u.co.uk/media/image/86/9e/28/Trodat_Professional_5204_neu_1_1000X1000_600x600@2x.jpg,300,6,"['56', '26']",0,False
Trodat,Professional Dater 5440,Trodat Professional Dater 5440 49 x 28 mm - 2+2 lines,https://media.stamps4u.co.uk/media/image/7d/a7/59/trodat_Professional_neu_5440_1_1000X1000_600x600@2x.jpg,350,4,"['49', '28']",0,False
Trodat,Printy Dater 4750,Trodat Printy Dater 4750 41 x 24 mm - 1+1 lines,https://media.stamps4u.co.uk/media/image/cf/eb/48/4750_P4G9WJhxRqKI1o1_600x600@2x.jpg,190,2,"['41', '24']",0,False
JustRite,31-FB,JustRite 31-FB Metal Self-inking Date Stamp - Size 35x22mm,https://media.stamps4u.co.uk/media/image/89/dd/c7/PR_MMC_JR_SI_31_FB-1000x1000_600x600@2x.jpg,450,,"['35', '22']",0,False
JustRite,31-PL,JustRite 31-PL Metal Self-inking Stamp - Size 35x22mm,https://media.stamps4u.co.uk/media/image/49/b6/52/PR_MMC_JR_SI_31_PL-1000x1000_600x600@2x.jpg,350,,"['35', '22']",0,False
JustRite,33-PL,JustRite 33-PL Metal Self-inking Stamp - Size 64x22mm,https://media.stamps4u.co.uk/media/image/c0/13/e1/PR_MMC_JR_SI_33_PL-1000x1000_600x600@2x.jpg,370,,"['64', '22']",0,False
JustRite,51-FB,JustRite 51-FB Metal Self-inking Date Stamp - Size 57x38mm,https://media.stamps4u.co.uk/media/image/3f/f2/1a/PR_MMC_JR_SI_51_FB-1000x1000CCXe9bZ3c9ijO_600x600@2x.jpg,500,,"['57', '38']",0,False
JustRite,52-PL,JustRite 52-PL Metal Self-inking Stamp - Size 38x37mm,https://media.stamps4u.co.uk/media/image/67/3d/1e/PR_MMC_JR_SI_52_PL-1000x1000_600x600@2x.jpg,400,,"['38', '37']",0,False
Trodat,Professional 5203,Trodat Professional 5203 49 x 28 mm - 6 lines,https://media.stamps4u.co.uk/media/image/5a/db/9b/trodat_Professional_neu_5203__1000X1000_600x600@2x.jpg,270,6,"['49', '28']",0,False
Trodat,Professional Dater 5431,Trodat Professional Dater 5431 41 x 24 mm - 1+1 lines,https://media.stamps4u.co.uk/media/image/b9/a0/03/trodat_Professional_neu_5431_1_1000X1000_600x600@2x.jpg,340,2,"['41', '24']",0,False
,Customised Text Stamp Imprint 12,Customised Text Stamp Imprint 12 47 x 18 mm - 5 lines,https://media.stamps4u.co.uk/media/image/6b/4c/48/dormy_12_01_600x600@2x.jpg,120,5,"['47', '18']",0,False
Trodat,Printy 4923,Trodat Printy 4923 30 x 30 mm - 6 lines,https://media.stamps4u.co.uk/media/image/0e/2d/1c/Trodat_Printy_4923_1_1000X1000_600x600@2x.jpg,160,6,,0,False
Trodat,Eclipse (R17),Trodat Eclipse (R17) - 125 x 35 mm,https://media.stamps4u.co.uk/media/image/84/ef/02/eclipse_600x600@2x.jpg,300,8,"['125', '35']",0,False
Trodat,Printy 4924,Trodat Printy 4924 40 x 40 mm - 10 lines,https://media.stamps4u.co.uk/media/image/25/65/d2/trodat_printy_4924_1_1000X1000_600x600@2x.jpg,190,1,,0,False
Trodat,Printy 4612,Trodat Printy 4612 12 mm diam. - 2 lines,https://media.stamps4u.co.uk/media/image/c5/18/d5/4612_schwarz_1_1000X1000_600x600@2x.jpg,130,2,,0,False
Colop,Classic Line Microban 2100,Colop Classic Line Microban 2100 24 x 21 mm - 6 lines,https://media.stamps4u.co.uk/media/image/dd/ce/47/colop_2100_1_1000x1000_600x600@2x.jpg,240,6,"['24', '21']",0,False
Trodat,Professional Dater 54126,Trodat Professional Dater 54126 116 x 70 mm - 6+6 lines,https://media.stamps4u.co.uk/media/image/f8/e6/f6/trodat_54126_1_1000X100058aaff1896823_600x600@2x.jpg,680,1,"['116', '70']",0,False
Colop,Classic Line Microban 2300,Colop Classic Line Microban 2300 30 x 45 mm - 7 lines,https://media.stamps4u.co.uk/media/image/8f/62/1b/colop_2300_1_1000X1000_600x600@2x.jpg,280,7,"['30', '45']",0,False
Colop,Classic Line Microban 2600,Colop Classic Line Microban 2600 37 x 58 mm - 8 lines,https://media.stamps4u.co.uk/media/image/d5/e0/e4/Colop_2600_1_1000x1000_600x600@2x.jpg,320,8,"['37', '58']",0,False
Trodat,Eclipse (R7),Trodat Eclipse (R7) - 150 x 15 mm,https://media.stamps4u.co.uk/media/image/84/ef/02/eclipse_600x600@2x.jpg,170,3,"['150', '15']",0,False
Trodat,Printy Dater 4729,Trodat Printy Dater 4729 50 x 30 mm - 3+3 lines,https://media.stamps4u.co.uk/media/image/5d/2d/4e/trodat_printy_4729_1_1000X1000_600x600@2x.jpg,210,6,"['50', '30']",0,False
Trodat,Printy Dater 4727,Trodat Printy Dater 4727 60 x 40 mm - 3+3 lines,https://media.stamps4u.co.uk/media/image/d6/b1/6b/trodat_4727_1_1000X1000_600x600@2x.jpg,280,6,"['60', '40']",0,False
Trodat,Printy Dater 4726,Trodat Printy Dater 4726 75 x 38 mm - 3+3 lines,https://media.stamps4u.co.uk/media/image/a1/a0/4a/trodat_4726_1_1000X1000_600x600@2x.jpg,300,6,"['75', '38']",0,False
Trodat,Printy 4914,Trodat Printy 4914 64 x 26 mm - 6 lines of text,https://media.stamps4u.co.uk/media/image/23/24/c7/63366_Trodat-Printy-4914_1000x1000_600x600@2x.jpg,170,6,"['64', '26']",0,False
Trodat,Goldring Smart Style,Trodat Goldring Smart Style - black,https://media.stamps4u.co.uk/media/image/d2/52/72/GO3N58808aa498b88_600x600@2x.jpg,270,2,,0,False
Trodat,Goldring Smart Style,Trodat Goldring Smart Style - chrome,https://media.stamps4u.co.uk/media/image/e3/67/49/GO3C5489979e44f0058808a5d49300_600x600@2x.jpg,270,2,,0,False
Trodat,Pocket Printy 9511,Trodat Pocket Printy 9511 38 x 14mm,https://media.stamps4u.co.uk/media/image/e4/9d/1b/pocket_alle81BgQouaRwtyx_600x600@2x.jpg,120,4,"['38', '14']",0,False
Trodat,Pocket Printy 9512,Trodat Pocket Printy 9512 47 x 18mm,https://media.stamps4u.co.uk/media/image/3a/33/d9/pocket_9512_alle_UK_02_600x600@2x.jpg,140,5,"['47', '18']",0,False
,Personalised Pigeon Wing Stamp,Personalised Pigeon Wing Stamp - 55 x 15 mm,https://media.stamps4u.co.uk/media/image/2e/25/9f/Feather-sample-2_600x600@2x.jpg,80,3,"['55', '15']",0,False
Trodat,Eclipse (R3),Trodat Eclipse (R3) - 55 x 15 mm,https://media.stamps4u.co.uk/media/image/84/ef/02/eclipse_600x600@2x.jpg,140,3,"['55', '15']",0,False
Trodat,Eclipse (R18),Trodat Eclipse (R18) - 150 x 35 mm,https://media.stamps4u.co.uk/media/image/84/ef/02/eclipse_600x600@2x.jpg,330,8,"['150', '35']",0,False
Trodat,Printy 46019,Trodat Printy 46019 19 mm diam. - 4 lines,https://media.stamps4u.co.uk/media/image/2a/e3/59/trodat_46019_1_red_1000X10005880b4cf422c1_600x600@2x.jpg,100,4,,0,False
Trodat,Eclipse (R9),Trodat Eclipse (R9) - 55 x 25 mm,https://media.stamps4u.co.uk/media/image/84/ef/02/eclipse_600x600@2x.jpg,170,5,"['55', '25']",0,False
Trodat,Printy 4925,Trodat Printy 4925 82 x 25 mm - 6 lines,https://media.stamps4u.co.uk/media/image/cd/60/3e/trodat_printy_4925_1_1000X1000_600x600@2x.jpg,230,6,"['82', '25']",0,False
Trodat,Printy Double Dater 4816,Trodat Printy Double Dater 4816/PL,https://media.stamps4u.co.uk/media/image/9e/3e/d1/165648-Printy-4816-with-impression-1000x1000_600x600@2x.jpg,270,2,,0,False
Trodat,Professional 5211,Trodat Professional 5211 85 x 55 mm - 12 lines,https://media.stamps4u.co.uk/media/image/df/86/66/trodat_5211_1_1000X1000_600x600@2x.jpg,520,1,"['85', '55']",0,False
Colop,Classic Line Microban 2800,Colop Classic Line Microban 2800 49 x 68 mm - 10 lines,https://media.stamps4u.co.uk/media/image/47/98/83/colop_2800_1_1000X1000_600x600@2x.jpg,410,1,"['49', '68']",0,False
Trodat,Printy 4915,Trodat Printy 4915 70 x 25 mm - 6 lines,https://media.stamps4u.co.uk/media/image/c3/c3/a0/Trodat_Printy_4915_1_1000X1000_600x600@2x.jpg,200,6,"['70', '25']",0,False
Trodat,Printy Dater 4724,Trodat Printy Dater 4724 40 x 40 mm - 3+3 lines,https://media.stamps4u.co.uk/media/image/a4/eb/35/trodat_4724_1_1000X1000_600x600@2x.jpg,220,6,,0,False
Trodat,Printy Dater 43132,Trodat Printy Dater 43132 32 x 32 mm - 2+2 lines,https://media.stamps4u.co.uk/media/image/bf/c2/39/4313258809492dff27_600x600@2x.jpg,200,4,,0,False
Trodat,Printy Dater 4813,Trodat Printy Dater 4813 26 x 9 mm - 1 or 2 lines,https://media.stamps4u.co.uk/media/image/44/a1/99/trodat_prinry_4813_1_1000X1000_600x600@2x.jpg,140,2,"['26', '9']",0,False
Trodat,Printy Dater 4850,Trodat Printy Dater 4850 25 x 5 mm - 1 line + date,https://media.stamps4u.co.uk/media/image/25/81/0e/11659-Printy-4850-NEW_600x600@2x.jpg,140,1,"['25', '5']",0,False
Trodat,Professional 52045,Trodat Professional 52045 - Circle 40mm dia,https://media.stamps4u.co.uk/media/image/9e/c2/e4/160394-52045-1000x1000_600x600@2x.jpg,420,1,,0,False
Trodat,Professional 52045,Trodat Professional 52045 - Circle 42mm dia,https://media.stamps4u.co.uk/media/image/9e/c2/e4/160394-52045-1000x1000_600x600@2x.jpg,420,1,,0,False
Trodat,Professional 52045,Trodat Professional 52045 - Circle 45mm dia,https://media.stamps4u.co.uk/media/image/9e/c2/e4/160394-52045-1000x1000_600x600@2x.jpg,420,1,,0,False
Trodat,Professional 52045,Trodat Professional 52045 - Oval 45x30mm,https://media.stamps4u.co.uk/media/image/9e/c2/e4/160394-52045-1000x1000_600x600@2x.jpg,420,1,"['45', '30']",0,False
Trodat,Professional 5212,Trodat Professional 5212 116 x 70 mm - 14 lines,https://media.stamps4u.co.uk/media/image/3c/75/51/5212_1_1000X1000_600x600@2x.jpg,570,1,"['116', '70']",0,False
Trodat,Eclipse (R10),Trodat Eclipse (R10) - 85 x 25 mm,https://media.stamps4u.co.uk/media/image/84/ef/02/eclipse_600x600@2x.jpg,200,5,"['85', '25']",0,False
Trodat,Printy Dater 46119,Trodat Printy Dater 46119 19 mm diam. - 1+1 line,https://media.stamps4u.co.uk/media/image/b3/76/06/trodat_46119_1_1000X1000_600x600@2x.jpg,150,2,,0,False
Trodat,Printy Dater 46125,Trodat Printy Dater 46125 25 mm diam. - 2+2 lines,https://media.stamps4u.co.uk/media/image/fa/9a/8d/Trodat-Printy-46125-14087-Main-2_600x600@2x.jpg,160,4,,0,False
Trodat,Printy Dater 46130,Trodat Printy Dater 46130 30 mm diam. - 2+2 lines,https://media.stamps4u.co.uk/media/image/a5/8a/13/Trodat_46130_1_600x600@2x.jpg,200,4,,0,False
Trodat,Printy Dater 46140,Trodat Printy Dater 46140 40 mm diam. - 3+3 lines,https://media.stamps4u.co.uk/media/image/a8/8f/4d/trodat_46140_1_1000X1000_600x600@2x.jpg,230,6,,0,False
Trodat,Professional Dater 54045,Trodat Professional Dater 54045 - Circle 40mm dia,https://media.stamps4u.co.uk/media/image/84/65/a3/54045-1000x1000_600x600@2x.jpg,510,8,,0,False
Trodat,Professional Dater 54045,Trodat Professional Dater 54045 - Circle 42mm dia,https://media.stamps4u.co.uk/media/image/84/65/a3/54045-1000x1000_600x600@2x.jpg,510,8,,0,False
Trodat,Professional Dater 54045,Trodat Professional Dater 54045 - Circle 45mm dia,https://media.stamps4u.co.uk/media/image/84/65/a3/54045-1000x1000_600x600@2x.jpg,510,8,,0,False
Trodat,Professional Dater 54045,Trodat Professional Dater 54045 - Oval 40x30mm,https://media.stamps4u.co.uk/media/image/84/65/a3/54045-1000x1000_600x600@2x.jpg,510,8,"['40', '30']",0,False
Trodat,Eclipse (R4),Trodat Eclipse (R4) - 85 x 15 mm,https://media.stamps4u.co.uk/media/image/84/ef/02/eclipse_600x600@2x.jpg,150,3,"['85', '15']",0,False
Trodat,Professional 5205,Trodat Professional 5205 70 x 25 mm - 6 lines,https://media.stamps4u.co.uk/media/image/77/d9/09/trodat_5205_1_1000X1000_600x600@2x.jpg,300,6,"['70', '25']",0,False
Trodat,Professional Dater 5460,Trodat Professional Dater 5460 56 x 33 mm - 3+3 lines,https://media.stamps4u.co.uk/media/image/c3/aa/17/Trodat_Professional_5460_neu_1_1000X10005848001be3737_600x600@2x.jpg,380,6,"['56', '33']",0,False
